stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,1.07,0,1.07,12.84,0,0
21Day,0,1.34,2.68,0,13.39,0,1.34
3Month,0,1.6,1.28,0,0,0,0
22Month,1.09,9.84,1.09,0,0,0.55,0
