stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,4.09,0,0,0,4.09,24.52,4.09
72hpf,0,1.07,0,0,0,0,3.21,1.07
21Day,0,8.03,2.68,0,2.68,0,2.68,5.35
3Month,0,0.64,0.32,0.32,0.32,0,0,0
22Month,0,3.83,0,0.55,0,0,0,0.55
