stage,Epithelial,Immune,Neuron,Secretory,Stromal
72hpf,3.21,0,26.74,1.07,0
21Day,2.68,0,21.42,1.34,1.34
3Month,0.32,0.32,0,0,0
22Month,1.09,0.55,0,0,0
