stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,8.17,0,0,0,4.09,241.1,0,4.09
72hpf,0,23.54,4.28,0,0,2.14,207.54,0,22.47
21Day,0,9.37,1.34,1.34,2.68,0,58.9,0,34.8
3Month,0.64,4.8,0,1.92,2.24,0.64,0.64,0,6.4
22Month,0,14.76,0,0.55,1.09,0,0.55,0.55,4.92
