stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,36.78,12.26
72hpf,1.07,0,0,0,3.21,12.84
21Day,0,8.03,1.34,0,4.02,16.06
3Month,0.32,1.6,0,1.92,0,0.96
