stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,69.47,0,0
72hpf,26.74,0,0,1.07,1.07,151.91,0,3.21
21Day,12.05,1.34,1.34,9.37,0,57.56,0,4.02
3Month,7.36,0,11.84,22.4,0.32,22.08,0.64,0.32
22Month,23.51,0.55,8.2,7.11,0.55,0.55,0,1.64
