stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,4.09,0,4.09
72hpf,0,1.07,0,0,0,20.33,0,1.07
21Day,0,2.68,0,0,1.34,5.35,0,0
3Month,0.32,14.4,223.64,2.24,1.28,2.88,0.32,1.28
22Month,0,3.83,0,0.55,0,3.28,0,0.55
