stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,4.09,0,0,0,0,0
72hpf,0,4.28,0,0,0,7.49,0
21Day,0,8.03,0,1.34,0,5.35,0
3Month,0.32,9.28,12.8,0.32,1.92,0.32,0.32
