stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,31.02,0,0,1.07,2.14,2.14
21Day,125.82,0,0,1.34,0,0
3Month,11.84,0.32,0.96,0,0,0
22Month,8.75,0.55,0.55,0,0,0
