stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,4.28,0,0,0,3.21,0,0,0
21Day,2.68,4.02,0,0,0,0,1.34,1.34
3Month,10.88,0,1.28,0.32,0,0,0.64,0
22Month,17.49,0,0.55,0,0,1.09,0,0.55
