stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,12.26,0,4.09
72hpf,1.07,3.21,0,0,0,12.84,0,2.14
21Day,0,4.02,0,1.34,2.68,4.02,0,0
3Month,0,8,0.96,0.64,1.92,0,0,0.32
22Month,0.55,2.19,0,0.55,0,0.55,0.55,0
