stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,0,1.07,0,0,0
3Month,3.52,0.32,0.96,22.4,0.64,0,0,1.28
22Month,14.21,0,3.28,55.21,0.55,1.09,1.09,2.19
