stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,1.07,2.14,0,0,4.28,0,1.07
3Month,0.96,0,0,0,0,0,0
22Month,2.19,0,1.09,0.55,0,0.55,0
