stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09,0
72hpf,0,0,0,0,1.07,0
21Day,1.34,0,0,0,0,1.34
3Month,1.92,0.64,0.32,0.96,0.32,0
22Month,2.19,0,1.09,0,1.09,0.55
