stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,8.17,0,4.09,0,114.42,0,12.26
72hpf,1.07,5.35,0,2.14,0,55.63,0,20.33
21Day,0,8.03,4.02,13.39,1.34,38.82,0,61.57
3Month,0,0.64,0,1.92,0,0,0,0.96
22Month,0.55,4.92,0.55,8.75,0,0.55,1.09,0.55
