stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,4.09,0,0,4.09,0
72hpf,0,0,0,2.14,1.07
21Day,4.02,0,0,4.02,0
3Month,7.36,0.32,0.32,0,0
22Month,21.87,0,0,0,0
