stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,65.38,4.09
72hpf,4.28,1.07,0,1.07,1.07,17.12,5.35
21Day,5.35,9.37,0,5.35,2.68,9.37,8.03
3Month,0.64,0,3.2,0,0.64,0,0
22Month,7.11,0,1.09,1.64,0.55,0,1.09
