stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,49.04,0,4.09
72hpf,0,0,0,4.28,0,1.07
21Day,2.68,0,0,1.34,0,0
3Month,3.84,0.32,0.32,0,0.32,0.32
