stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,0
72hpf,0,8.56,0,0,0,7.49,0,0,0
21Day,0,22.76,0,2.68,1.34,4.02,0,0,1.34
3Month,0.64,20.8,0.64,6.08,1.92,0.32,0,0.64,0.96
22Month,1.09,16.4,0,1.09,1.09,0.55,0.55,0.55,0.55
