stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,8.17,16.35,4.09
72hpf,1.07,0,1.07,6.42,2.14
21Day,2.68,1.34,0,2.68,4.02
22Month,0.55,0,0,0,0.55
