stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,12.26,0,0,4.09
72hpf,0,0,16.05,2.14,0,1.07
21Day,0,1.34,22.76,0,2.68,1.34
3Month,0.32,0,0.32,0,0.32,0.32
22Month,0.55,0,0.55,0,0,0.55
