stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,16.35,4.09,0,4.09
72hpf,11.77,2.14,0,1.07,1.07,412.94,0,0,7.49
21Day,1.34,1.34,0,0,2.68,57.56,0,0,5.35
3Month,6.08,0,0.96,1.28,0.32,0.64,0,0.32,0.32
22Month,16.95,0.55,0,3.83,0.55,0,0,0.55,0.55
