stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,1.07,2.14,0,1.07
21Day,4.02,0,0,0,0,0,0,0
3Month,7.04,0.64,0.32,2.24,0.64,0.32,0,1.6
22Month,3.28,0,0.55,0,0,0,0.55,0.55
