stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,0,16.35,0,0
21Day,0,2.68,0,0,1.34,0,0,1.34
3Month,0.32,10.88,82.23,12.48,0.96,0,0.64,0.64
22Month,0,27.88,22.41,7.11,0,0,0.55,0
