stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0,0,0,6.42,0,1.07
21Day,0,8.03,0,0,18.74,1.34,1.34
3Month,0,0.64,0,0,0,0,0.64
22Month,0.55,12.57,0.55,2.19,0,0.55,3.83
