stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,53.12,0,8.17
72hpf,0,0,0,0,0,18.19,0,4.28
21Day,1.34,1.34,4.02,4.02,1.34,22.76,1.34,8.03
3Month,0,1.92,52.15,1.28,0,0.64,0,0.64
22Month,0,1.09,1.09,0,0,0,0,0
