stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,44.95,0,4.09
72hpf,0,0,2.14,18.19,0,7.49
21Day,1.34,2.68,0,36.14,4.02,6.69
3Month,0.32,0,0,0.64,0,0
