stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,16.35,65.38,0,16.35
72hpf,1.07,3.21,0,1.07,1.07,12.84,0,3.21
21Day,0,4.02,0,4.02,1.34,5.35,1.34,4.02
3Month,0,0.96,0,0.96,0,0,0,0
22Month,0,1.09,2.19,3.83,0,0,0,1.09
