stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,12.26,0,0,0,0,77.64,0,0
72hpf,6.42,1.07,0,0,3.21,335.91,0,6.42
21Day,20.08,9.37,0,5.35,2.68,198.1,5.35,12.05
3Month,4.8,0,0.64,0.64,0.64,2.56,0.32,0.64
22Month,2.19,0,0,1.09,0,1.64,0,0
