stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,0,3.21,0,0
21Day,0,0,0,0,0,1.34
3Month,1.92,0.32,0.64,0.32,0.32,0
22Month,2.19,0,0,0,0,0
