stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,16.35,0,0
72hpf,0,0,0,0,1.07,93.07,0,5.35
21Day,0,0,1.34,0,2.68,42.83,1.34,1.34
3Month,0.32,0.96,0,0,0.64,0.96,0,0.32
22Month,0.55,3.83,0,10.93,1.09,0.55,0,1.09
