stage,Epithelial,Immune,Neuron,Other,Stromal
24hpf,0,8.17,12.26,0,0
72hpf,2.14,0,1.07,0,2.14
21Day,5.35,10.71,1.34,0,6.69
3Month,0.32,0.64,0,0,0
22Month,7.11,0.55,0,0.55,0.55
