stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory
24hpf,0,0,0,0,4.09,0,0,0
72hpf,0,4.28,0,0,0,3.21,0,0
21Day,0,0,0,1.34,0,1.34,0,0
3Month,0.32,17.92,0.96,3.2,0,0,0,0.64
22Month,0,10.39,0,1.09,0,0.55,1.09,0
