stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,20.33,0,0
21Day,0,0,0,0,5.35,0,0
3Month,2.56,0.32,0,0.32,0,0.32,0.64
22Month,1.09,0,1.09,0,0,0.55,0
