stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,0,0
72hpf,0,3.21,1.07,0,42.79,0,0,1.07
21Day,0,6.69,1.34,0,25.43,0,0,0
3Month,0.32,15.68,0,1.92,0.32,0,0.32,0
22Month,0,5.47,0,2.73,0.55,1.09,0,0
