stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,16.35,0
72hpf,3.21,2.14,0,0,0,31.02,0,73.82,6.42
21Day,32.12,8.03,0,1.34,10.71,16.06,0,119.13,16.06
3Month,7.68,0,2.56,2.88,0,0.32,0,0,1.28
22Month,36.08,0,1.09,4.92,0,1.09,1.09,9.29,4.92
