stage,Epithelial,Germ,Immune,Secretory,Stromal
72hpf,5.35,0,0,0,0
21Day,10.71,0,1.34,0,0
3Month,10.56,0.32,1.6,0.32,0.64
22Month,1.64,0,0,0,0
