stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,61.3,0,0,0,0,0,0
72hpf,0,146.56,0,0,0,9.63,0,1.07
21Day,0,131.18,2.68,0,1.34,0,0,0
3Month,0.32,15.68,0,0.32,0,0,0.32,0
22Month,0,1.64,0,0,0.55,0,0,0
