stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,0,12.26
72hpf,4.28,0,0,0,0,3.21,5.35
21Day,6.69,1.34,0,1.34,6.69,4.02,4.02
3Month,4.48,0,0.32,0.32,0.32,0.32,3.52
22Month,3.28,0,0,0.55,0,0,4.37
