stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0,0,1.07
21Day,2.68,1.34,0,2.68,0,1.34,0
3Month,0.64,0,2.88,2.56,0.32,0,0
