stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,1.07,0,0,2.14,138,0,1.07
21Day,5.35,5.35,0,6.69,4.02,216.84,2.68,1.34
3Month,3.84,0,3.84,0.64,0,0,0,0.32
22Month,9.84,0,0,0.55,1.09,0.55,0,0.55
