stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,7.49,0,0,0,0,0,1.07,0
21Day,32.12,0,0,1.34,2.68,0,0,0
3Month,11.2,0,0.96,0.64,0,0,0.32,0.32
22Month,43.73,0.55,7.65,1.64,0,0.55,0,0.55
