stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,8.17,0
72hpf,11.77,2.14,0,0,1.07,6.42
21Day,36.14,0,0,0,0,1.34
3Month,8,0,8.96,0.96,0,0
22Month,6.01,0,4.92,0.55,0,0
