stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,2.14,0,0,0,0,0,0
3Month,9.28,6.4,3.52,0,0,0,0.64
22Month,12.03,0,7.11,0.55,0,35.53,0.55
