stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,20.43,0,0,16.35,0
72hpf,0,0,0,2.14,0
3Month,5.12,43.83,1.28,0.32,0.64
22Month,0.55,0.55,0,0,0
