stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,0,4.09
72hpf,0,0,0,0,9.63,6.42,0,0,35.3
21Day,0,2.68,0,0,29.45,2.68,0,0,16.06
3Month,1.6,8.32,1.28,4.16,80.95,1.28,0,1.6,37.43
22Month,0,0,0,0,3.83,0,0.55,0,0.55
