stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,13.91,0,0,1.07
21Day,2.68,0,0,8.03,0,1.34,0
3Month,4.16,16.64,0.96,0.64,0,0.64,1.92
22Month,5.47,3.28,0,0,0.55,0,0.55
