stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,7.49,0,0,1.07
21Day,1.34,1.34,0,0,12.05,0,0,0
3Month,2.56,0,11.52,1.28,0,0,0.32,0
22Month,2.19,0.55,1.64,0.55,0,0.55,0,0.55
