stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,4.09,0,0,0
21Day,12.05,5.35,0,56.22,1.34,4.02,0,0,1.34
3Month,16.96,0.32,0.96,96.94,1.6,0,0,1.28,2.24
22Month,3.83,0,0,21.32,0,0,1.09,0,0
