stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,3.21,0,7.49
21Day,1.34,0,0,0,2.68,2.68,69.6
3Month,6.08,6.4,2.24,1.28,8.96,0.32,35.19
22Month,6.01,0,0.55,0.55,1.09,0,1.64
