stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Stromal
72hpf,2.14,1.07,0,0,0,0
21Day,6.69,1.34,0,0,2.68,0
3Month,2.24,0,0.32,0.32,0,0.32
22Month,0.55,0,0,0,0,0
