stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0
72hpf,0,0,0,0,0,1.07,0,1.07
21Day,4.02,0,0,0,0,0,0,0
3Month,11.2,0.64,84.79,3.52,0.64,0.96,0.64,0.32
22Month,8.2,0,2.19,6.56,0,0,0.55,1.09
