stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,12.26,0,0
72hpf,0,2.14,0,0,13.91,0,0
21Day,0,4.02,2.68,1.34,1.34,0,0
3Month,0,8,42.23,1.28,0,1.28,0.96
22Month,0.55,1.64,7.65,0,0.55,0.55,0
