stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,16.35,0,0
72hpf,3.21,1.07,0,1.07,97.35,0,1.07
21Day,1.34,0,0,0,42.83,4.02,1.34
3Month,0.64,0,0,0,0.32,0,0
22Month,3.28,0.55,0.55,0,0,0,1.64
