stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,4.09,0,4.09,4.09,0,0
72hpf,0,0,0,0,1.07,0,0,0
21Day,1.34,0,1.34,0,8.03,0,6.69,5.35
3Month,3.52,8.32,2.56,0.64,0,0,0,0.64
22Month,0.55,1.64,0,0,0,0,0,0
