stage,Epithelial,Erythroid,Germ,Neuron,Stromal
72hpf,1.07,1.07,0,0,0
21Day,1.34,0,0,1.34,0
3Month,3.2,0,3.52,0.32,0.32
22Month,2.19,0,8.75,0,0
