stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,8.17,0,0,0,0,0,0
72hpf,1.07,0,1.07,0,0,0,1.07
21Day,1.34,0,0,1.34,2.68,0,1.34
3Month,23.36,0.96,1.6,0.64,0.32,0,0.96
22Month,12.03,0.55,1.09,0,1.09,82,0
