stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,4.09,0,0,8.17,0,0
72hpf,0,0,0,3.21,0,0
21Day,1.34,0,0,24.09,0,2.68
3Month,12.16,24.64,0.64,0,0.32,0.32
22Month,2.73,0,0,0,0,0
