stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,61.3,0
72hpf,0,0,0,0,79.16,4.28
21Day,4.02,1.34,0,1.34,28.11,0
3Month,0.32,0,1.92,0.32,2.56,0
