stage,Epithelial,Germ,Neuron,Stromal
24hpf,0,0,8.17,4.09
72hpf,0,0,1.07,1.07
21Day,0,0,0,1.34
3Month,0.32,5.12,0,0
22Month,0,13.12,0,0.55
