stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,4.09,0,53.12,0,0,0
72hpf,1.07,9.63,0,1.07,3.21,23.54,0,1.07,7.49
21Day,1.34,22.76,2.68,9.37,1.34,12.05,1.34,2.68,9.37
3Month,0,7.36,0,0.64,0.64,0,0,0,0.64
22Month,0.55,9.29,0,8.75,0.55,0,0.55,0,1.64
