stage,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,1.07,0,0,0
21Day,1.34,1.34,2.68,0,0,1.34
3Month,1.6,0,1.6,0,0,0.32
22Month,8.2,0.55,2.73,0,0.55,0
