stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,20.43,12.26,0,0,0,24.52,40.86,0,12.26
72hpf,5.35,27.81,1.07,0,0,3.21,37.44,0,44.93
21Day,6.69,14.72,0,0,1.34,4.02,20.08,1.34,38.82
3Month,5.44,50.23,0.64,4.16,5.44,1.6,2.88,0,17.28
22Month,30.61,61.77,1.09,3.28,5.47,0,1.64,11.48,11.48
