stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,8.17,0,0,8.17,0,65.38,0,16.35
72hpf,0,6.42,0,0,1.07,2.14,57.77,0,7.49
21Day,0,8.03,5.35,0,4.02,2.68,30.79,2.68,30.79
3Month,0,1.28,0,0.64,0.32,0,0.32,0.32,0
22Month,0,2.19,0,1.09,0,0,0,0,0
